food,calories,protein,fat,carbs,fiber,sugar
pizza,248,10.0,10.0,33.3,2.2,3.4
donat,449,4.7,26.4,53.0,1.5,24.5
kue_kering,543,5.9,24.9,67.8,2.0,26.5
risoles,244,8.3,12.9,24.1,1.5,2.0
kue_kering,508,6.1,23.6,63.9,2.0,26.6
opor_ayam,308,24.5,21.3,5.5,1.1,1.9
mentega,658,0.9,87.2,0.1,0.0,0.1
risoles,221,8.4,13.2,24.2,1.4,2.2
donat,440,4.6,24.6,50.9,1.3,27.8
anggur,75,0.7,0.2,19.4,0.9,15.5
ubi_jalar,89,1.6,0.1,21.8,2.9,4.3
jus_apel,48,0.1,0.1,11.9,0.2,10.9
minyak_goreng,815,0.0,103.1,0.0,0.0,0.0
pecel_lele,304,19.7,16.9,11.6,1.9,1.4
yogurt,55,3.3,0.4,11.2,0.0,10.6
risoles,241,7.5,12.9,22.2,1.5,1.9
jeruk,48,0.8,0.1,12.6,2.6,9.4
kangkung,18,2.4,0.3,2.8,2.1,0.5
tempe_goreng,204,19.2,11.1,9.2,4.6,1.5
telur_rebus,164,13.2,11.1,1.1,0.0,0.6
brokoli,57,4.0,0.6,12.0,4.1,1.6
pisang,86,1.2,0.3,22.0,2.8,11.2
bakso,184,17.5,10.1,7.3,0.5,1.9
daging_sapi,268,27.4,13.9,0.0,0.0,0.0
donat,425,4.9,22.8,53.6,1.5,26.4
ayam_panggang,165,29.9,3.3,0.0,0.0,0.0
jeruk,45,0.9,0.1,11.5,2.3,9.6
brokoli,57,3.7,0.6,10.8,3.9,1.8
mangga,62,0.8,0.4,16.2,1.5,14.8
kentang,75,2.2,0.1,17.3,2.3,0.8
susu,113,7.7,2.2,11.0,0.0,11.4
strawberry,34,0.7,0.3,8.3,2.0,5.3
tumis_kangkung,58,3.1,2.7,5.6,2.3,0.9
rendang,509,22.8,37.5,5.5,1.1,2.1
telur_rebus,167,12.0,11.3,1.1,0.0,0.6
madu,280,0.3,0.0,76.5,0.2,73.8
roti_tawar,251,8.5,3.1,46.5,2.8,5.4
yogurt,57,3.8,0.4,10.7,0.0,12.0
batagor,189,10.4,8.5,17.6,1.2,2.1
strawberry,35,0.7,0.3,8.6,2.1,4.9
gado-gado,200,8.7,11.0,15.1,4.1,6.0
minyak_goreng,812,0.0,98.9,0.0,0.0,0.0
onde-onde,229,4.3,9.0,35.3,1.8,17.9
lemper,204,5.4,6.7,28.2,1.3,1.0
brokoli,53,3.6,0.6,10.2,4.1,1.8
pempek,236,11.3,8.3,26.4,1.1,2.9
selai,267,0.4,0.1,66.1,1.1,51.6
apel,53,0.3,0.2,14.9,2.4,10.4
ikan_bakar,190,23.8,7.4,0.0,0.0,0.0
kue_lapis,250,4.8,8.4,49.1,0.9,23.0
pastel,287,7.0,15.8,26.7,1.9,1.8
mie_instan,342,10.4,13.2,56.3,2.5,3.0
siomay,154,8.6,7.7,15.9,1.6,2.1
roti_tawar,255,8.4,3.3,45.8,2.9,5.2
apel,49,0.3,0.2,13.9,2.3,10.1
apel,49,0.3,0.2,14.8,2.4,9.8
minuman_bersoda,41,0.0,0.0,10.9,0.0,10.7
kacang_hijau,355,24.2,1.3,56.8,15.0,7.0
mangga,63,0.8,0.4,15.9,1.7,14.7
onde-onde,268,4.4,8.2,40.5,2.1,17.3
minuman_bersoda,39,0.0,0.0,10.2,0.0,11.9
tahu_goreng,157,12.7,8.7,5.3,2.2,0.8
susu_kedelai,58,3.4,2.0,6.2,0.6,3.8
kroket,189,7.1,10.2,20.7,1.6,1.6
soto_ayam,159,15.2,5.7,11.8,1.2,1.9
susu,112,7.8,2.6,12.3,0.0,12.1
ayam_goreng,238,25.1,15.0,0.0,0.0,0.0
sate_ayam,213,27.9,8.1,2.7,0.3,2.0
melon,34,0.9,0.2,7.9,0.9,7.8
susu_kedelai,51,3.0,1.8,5.7,0.6,4.2
burger,309,16.3,14.4,26.0,1.6,4.0
kacang_merah,329,21.2,0.9,60.1,15.8,1.9
selai,268,0.4,0.1,67.7,1.0,51.1
kacang_tanah,530,26.6,48.2,16.5,9.0,3.7
batagor,185,10.4,8.3,19.6,1.2,2.1
air_kelapa,20,0.7,0.2,3.3,1.0,2.8
air_kelapa,19,0.8,0.2,4.0,1.2,2.7
ayam_goreng,242,25.4,15.2,0.0,0.0,0.0
brokoli,54,3.9,0.6,11.6,4.1,1.7
sambal_goreng,151,5.6,10.7,8.8,2.2,3.2
es_krim,197,3.5,10.3,22.1,0.7,20.4
gado-gado,179,7.8,12.1,14.6,4.1,5.7
tomat,18,0.9,0.2,4.2,1.2,2.4
jagung,101,3.6,1.5,23.1,2.5,5.4
klepon,162,2.1,3.8,25.4,1.4,16.3
kroket,186,7.4,11.0,18.4,1.9,1.6
sandwich,300,14.4,9.9,33.1,2.9,4.8
alpukat,154,2.1,14.6,9.8,6.5,0.7
susu_kedelai,59,3.4,1.8,6.1,0.6,3.8
roti_gandum,266,12.7,3.1,41.6,6.8,3.7
teh,1,0.0,0.0,0.3,0.0,0.0
kroket,211,7.1,11.6,17.8,1.8,1.5
mie_ayam,297,12.7,8.1,43.9,1.9,3.2
kepiting,97,21.3,1.2,0.0,0.0,0.0
brokoli,58,3.4,0.5,11.0,3.7,1.6
daging_kambing,225,27.6,11.9,0.0,0.0,0.0
strawberry,33,0.7,0.3,8.5,2.0,5.0
puding,143,2.9,2.6,26.9,0.5,22.1
jus_jeruk,46,0.6,0.2,10.9,0.2,8.4
nasi_merah,103,2.2,0.8,24.9,1.8,0.3
tomat,19,0.9,0.2,4.0,1.2,2.8
coklat,535,4.9,31.4,61.4,7.5,52.7
ikan_tuna,153,22.9,4.6,0.0,0.0,0.0
perkedel,156,4.6,9.9,18.2,2.0,1.1
jus_jeruk,45,0.8,0.2,10.7,0.2,8.7
susu_kedelai,53,3.4,1.8,6.5,0.6,3.8
batagor,208,9.3,8.5,16.7,1.1,1.9
semangka,32,0.6,0.2,7.5,0.4,5.9
minyak_goreng,846,0.0,106.7,0.0,0.0,0.0
mie_instan,334,10.6,14.2,49.3,2.4,3.0
pecel_lele,273,20.0,19.3,12.3,1.9,1.6
madu,314,0.3,0.0,90.1,0.2,81.8
batagor,182,9.2,8.9,16.7,1.2,2.2
ayam_goreng,244,27.0,14.6,0.0,0.0,0.0
onde-onde,269,3.7,8.3,33.7,2.1,17.2
timun,14,0.7,0.1,3.5,0.5,1.8
es_krim,194,3.6,10.3,25.6,0.7,20.3
susu_kedelai,51,3.0,1.7,6.2,0.6,4.1
jus_jeruk,42,0.7,0.2,10.7,0.2,7.7
daging_sapi,252,26.0,15.6,0.0,0.0,0.0
sandwich,283,15.5,9.9,36.9,3.1,5.0
gula_pasir,387,0.0,0.0,100.3,0.0,101.9
daging_sapi,237,27.7,15.9,0.0,0.0,0.0
coklat,522,5.4,29.3,58.8,6.6,48.9
sayur_lodeh,140,4.1,8.6,11.0,2.5,3.1
nasi_merah,102,2.3,0.8,25.2,2.0,0.3
gula_pasir,368,0.0,0.0,107.0,0.0,92.7
coklat,515,5.4,33.7,56.4,7.5,50.0
susu_kedelai,50,3.3,2.0,5.5,0.7,4.2
nasi_putih,139,2.6,0.3,27.2,0.4,0.1
sate_ayam,189,28.9,7.8,3.2,0.3,1.9
hotdog,294,10.3,17.2,22.5,0.9,4.2
selai,260,0.4,0.1,62.6,1.0,51.7
apel,48,0.3,0.2,14.7,2.5,9.1
martabak_manis,403,8.8,17.3,47.8,1.5,28.3
yogurt,54,3.3,0.4,10.6,0.0,11.2
sayur_lodeh,139,3.8,7.9,10.6,2.6,3.0
risoles,222,8.7,12.0,25.2,1.4,2.1
sandwich,318,14.4,10.6,39.3,3.1,5.5
udang,102,25.9,0.3,0.2,0.0,0.0
sayur_lodeh,133,4.3,7.4,10.4,2.7,2.8
keju,438,25.4,32.7,1.3,0.0,0.5
bakso,219,19.7,12.0,7.7,0.5,2.0
tahu_goreng,143,12.9,9.5,4.8,2.5,0.8
sosis,314,13.0,27.4,2.1,0.0,1.5
pizza,245,11.4,9.8,35.2,2.3,3.6
sosis,303,13.4,28.3,2.2,0.0,1.4
strawberry,31,0.7,0.3,8.7,2.2,4.7
susu,97,7.2,2.6,11.4,0.0,11.6
jus_jeruk,41,0.8,0.2,9.3,0.2,7.6
minuman_bersoda,40,0.0,0.0,11.6,0.0,10.2
roti_gandum,225,13.0,3.2,42.4,6.6,3.9
daging_sapi,230,23.8,16.3,0.0,0.0,0.0
tumis_kangkung,60,2.9,2.3,6.0,2.6,0.9
nugget,288,11.8,16.3,20.1,1.2,1.6
bayam,25,3.1,0.4,3.5,2.3,0.4
lemper,172,5.1,6.4,27.1,1.1,0.9
ikan_bakar,169,24.2,7.4,0.0,0.0,0.0
gula_pasir,416,0.0,0.0,90.6,0.0,106.6
minuman_bersoda,44,0.0,0.0,11.5,0.0,11.5
edamame,130,10.2,5.3,9.3,4.8,1.8
sayur_asem,61,2.4,1.6,11.4,3.2,3.7
pecel_lele,274,17.4,16.5,12.6,1.9,1.5
daging_kambing,236,27.4,14.2,0.0,0.0,0.0
kangkung,20,2.4,0.3,3.0,2.0,0.5
tumis_kangkung,50,2.9,2.6,5.7,2.7,0.9
susu,113,7.7,2.6,12.6,0.0,11.3
pepaya,47,0.5,0.3,10.4,1.7,7.8
puding,136,3.2,2.5,25.9,0.5,22.6
jus_apel,51,0.1,0.1,11.3,0.2,10.1
bayam,22,3.1,0.4,3.3,2.3,0.4
alpukat,147,1.8,14.8,9.6,7.3,0.7
pempek,235,11.4,8.0,29.9,1.1,2.7
cumi-cumi,99,15.6,1.4,3.1,0.0,0.0
tomat,16,0.9,0.2,3.5,1.2,2.7
kue_kering,530,6.4,26.0,63.8,1.9,27.8
susu_kedelai,55,3.1,1.7,6.0,0.5,4.0
ayam_goreng,223,28.0,15.6,0.0,0.0,0.0
cumi-cumi,99,14.6,1.3,3.2,0.0,0.0
hotdog,268,10.8,18.8,21.1,1.0,4.1
sayur_lodeh,133,3.6,8.7,11.3,2.7,3.2
wortel,38,0.9,0.2,9.9,2.7,4.8
pastel,252,6.7,15.5,28.7,1.9,2.1
madu,297,0.3,0.0,84.1,0.2,74.8
susu,101,8.1,2.5,11.2,0.0,10.9
jagung,97,3.5,1.4,22.2,2.2,4.5
ubi_jalar,90,1.6,0.1,20.8,3.3,4.2
ikan_salmon,191,24.0,13.6,0.0,0.0,0.0
opor_ayam,311,24.5,23.0,6.3,1.0,2.0
wortel,38,1.0,0.2,10.3,3.0,4.8
siomay,144,8.2,7.2,15.2,1.6,2.0
mangga,61,0.8,0.4,14.9,1.7,12.8
onde-onde,232,4.4,9.9,35.0,1.8,17.3
roti_tawar,253,9.8,3.3,47.7,2.5,5.2
minyak_goreng,942,0.0,90.4,0.0,0.0,0.0
melon,36,0.7,0.2,7.9,0.9,7.6
ikan_tuna,130,22.5,4.7,0.0,0.0,0.0
jeruk,50,0.9,0.1,10.9,2.5,8.7
pepaya,45,0.5,0.3,10.3,1.5,7.7
rendang,484,22.1,36.6,4.9,1.0,2.2
susu,110,7.3,2.4,12.4,0.0,11.5
bayam,24,2.9,0.4,3.9,2.0,0.4
apel,49,0.3,0.2,14.7,2.4,10.4
batagor,195,10.3,9.8,19.6,1.3,2.0
jus_apel,41,0.1,0.1,11.7,0.2,9.6
martabak_telur,288,12.9,16.9,24.7,1.9,1.8
anggur,72,0.7,0.2,17.1,0.9,16.5
tahu_goreng,154,12.4,9.2,5.3,2.3,0.8
batagor,185,10.3,9.0,19.7,1.2,1.9
ikan_salmon,215,23.1,13.8,0.0,0.0,0.0
pastel,243,6.3,16.4,26.2,1.9,2.0
timun,16,0.8,0.1,3.7,0.5,1.6
nasi_merah,106,2.1,0.8,25.7,1.7,0.3
sambal_goreng,145,5.7,10.9,9.6,2.0,3.3
kue_lapis,276,4.9,7.4,47.0,1.0,26.1
pisang,90,1.1,0.3,21.4,2.5,12.2
jus_jeruk,49,0.7,0.2,10.9,0.2,8.0
kentang,75,2.1,0.1,16.7,2.2,0.8
timun,17,0.7,0.1,3.7,0.5,1.8
pastel,259,7.4,13.9,27.1,1.8,1.8
martabak_telur,304,14.5,14.6,23.8,2.0,2.1
risoles,241,8.3,13.4,24.4,1.6,2.0
brokoli,54,3.4,0.6,10.2,3.5,1.8
alpukat,148,2.0,13.6,8.7,7.0,0.7
kangkung,19,2.7,0.3,2.9,1.9,0.5
sate_ayam,184,28.8,7.6,2.8,0.3,2.1
kepiting,94,21.5,1.4,0.0,0.0,0.0
ikan_salmon,215,23.1,12.5,0.0,0.0,0.0
kacang_merah,359,23.9,1.0,60.4,14.2,2.2
jus_jeruk,48,0.7,0.2,9.6,0.2,8.1
risoles,220,7.9,13.6,22.3,1.5,2.1
lemper,186,4.6,7.7,25.1,1.2,0.9
sambal_goreng,133,6.5,9.6,9.1,1.8,3.1
sayur_lodeh,137,3.8,7.9,10.4,2.7,2.7
jus_apel,43,0.1,0.1,11.2,0.2,10.7
nasi_putih,119,2.9,0.3,30.4,0.4,0.1
jeruk,48,0.9,0.1,11.4,2.3,9.4
opor_ayam,325,23.6,22.2,5.5,0.9,2.0
ubi_jalar,87,1.6,0.1,21.0,2.8,3.7
pastel,249,6.3,16.2,28.1,2.2,2.2
apel,57,0.3,0.2,13.6,2.2,9.9
keripik,527,6.8,37.0,54.6,4.2,1.0
kroket,189,7.4,12.1,20.4,1.9,1.6
nasi_putih,121,2.8,0.3,29.6,0.4,0.1
brokoli,56,3.5,0.6,11.1,4.2,1.8
kopi,2,0.3,0.0,0.0,0.0,0.0
nasi_goreng,351,7.3,12.3,45.5,1.9,2.8
sawi,12,1.5,0.2,2.1,1.0,1.2
bayam,24,2.6,0.4,3.4,2.1,0.4
nasi_merah,103,2.4,0.8,23.5,1.8,0.3
mie_ayam,326,11.0,7.5,47.2,1.9,2.9
soto_ayam,154,14.0,6.2,12.9,1.3,2.0
burger,292,18.5,15.0,24.0,1.4,4.0
yogurt,60,3.6,0.4,10.7,0.0,11.9
tumis_kangkung,51,3.0,2.7,6.4,2.6,0.9
lemper,203,4.7,7.0,26.7,1.1,1.1
pastel,285,6.9,15.5,24.4,2.0,1.9
perkedel,183,5.0,9.3,16.3,1.9,1.0
selai,271,0.4,0.1,70.9,1.0,53.6
sawi,13,1.6,0.2,2.4,1.0,1.3
siomay,145,8.4,7.7,15.2,1.5,2.1
tempe_goreng,176,18.6,11.0,9.0,4.1,1.5
siomay,165,9.1,6.5,14.7,1.5,2.0
roti_tawar,283,8.7,3.3,53.5,2.6,4.9
gula_pasir,350,0.0,0.0,107.7,0.0,98.5
kentang,73,1.9,0.1,16.8,2.2,0.9
kopi,2,0.3,0.0,0.0,0.0,0.0
kacang_hijau,332,25.5,1.1,67.9,15.7,7.1
minuman_bersoda,40,0.0,0.0,11.5,0.0,11.8
lemper,170,5.4,6.4,26.4,1.1,0.9
keju,432,25.7,33.7,1.2,0.0,0.5
pisang,88,1.1,0.3,25.0,2.5,11.2
batagor,189,10.2,8.4,17.3,1.2,1.9
siomay,166,9.8,7.5,16.4,1.5,1.8
gado-gado,201,8.3,11.5,14.8,3.8,6.1
burger,284,16.8,15.0,25.2,1.6,3.7
popcorn,383,12.6,4.9,83.2,13.6,0.9
pempek,226,10.1,8.2,28.5,1.0,3.0
timun,16,0.7,0.1,3.7,0.5,1.6
sayur_lodeh,132,3.7,8.4,11.6,2.3,2.8
timun,16,0.8,0.1,3.6,0.5,1.7
martabak_manis,403,7.9,17.0,49.6,1.4,29.7
tahu_goreng,138,12.5,8.5,5.2,2.5,0.7
pecel_lele,276,18.6,17.3,13.0,1.9,1.6
pempek,207,12.0,7.3,27.6,1.0,3.2
apel,47,0.3,0.2,13.2,2.6,9.2
anggur,66,0.7,0.2,18.5,0.8,15.9
keju,402,26.0,32.3,1.3,0.0,0.5
sambal_goreng,139,6.4,9.6,8.9,2.1,2.9
kacang_tanah,564,24.6,52.7,16.9,8.7,3.8
kue_lapis,281,5.1,8.5,41.9,1.0,27.0
gado-gado,176,7.9,11.7,15.2,3.9,5.7
pizza,287,10.1,9.6,32.2,2.1,3.7
puding,132,3.2,2.5,28.3,0.5,21.6
ayam_panggang,158,31.0,3.7,0.0,0.0,0.0
gado-gado,204,7.9,11.9,14.8,4.3,6.1
nasi_goreng,337,8.1,12.3,49.3,2.2,2.9
air_kelapa,19,0.6,0.2,3.8,1.2,2.8
keripik,580,7.0,37.6,47.3,4.6,1.0
kue_lapis,244,5.3,7.6,47.9,1.0,26.3
strawberry,30,0.7,0.3,8.2,2.2,4.9
bayam,24,2.7,0.4,3.7,2.0,0.4
tempe_goreng,201,18.1,11.8,8.8,4.5,1.6
selai,295,0.4,0.1,65.8,1.0,45.8
nugget,293,12.5,19.2,20.0,1.1,1.4
strawberry,31,0.7,0.3,7.5,2.0,5.1
telur_rebus,170,12.7,12.0,1.0,0.0,0.6
rendang,470,23.7,40.8,5.0,1.0,2.1
mie_ayam,286,12.8,8.0,41.8,2.2,2.8
brokoli,52,3.5,0.6,11.8,3.8,1.9
pecel_lele,270,20.7,18.6,11.8,2.2,1.6
gado-gado,204,7.8,11.4,15.0,4.4,6.1
pizza,269,11.0,10.7,32.0,2.2,3.3
timun,16,0.7,0.1,3.5,0.5,1.7
batagor,180,10.8,9.6,18.8,1.3,2.1
pecel_lele,308,18.1,19.7,11.5,2.1,1.6
capcay,92,4.0,3.2,12.2,3.3,5.1
madu,307,0.3,0.0,88.8,0.2,82.6
kacang_merah,309,22.5,0.9,56.5,14.4,2.0
jus_apel,44,0.1,0.1,12.1,0.2,9.3
yogurt,57,3.6,0.4,12.1,0.0,11.3
sate_ayam,186,28.3,8.5,3.1,0.3,1.8
gado-gado,194,8.3,10.9,14.9,3.9,5.6
udang,106,22.9,0.3,0.2,0.0,0.0
sayur_lodeh,139,3.9,7.7,10.9,2.5,3.3
wortel,45,0.9,0.2,9.6,2.8,5.3
mangga,59,0.7,0.4,14.0,1.6,14.0
keripik,506,7.1,35.1,47.5,4.7,1.0
martabak_manis,385,8.5,17.2,51.8,1.5,27.3
soto_ayam,156,13.6,6.5,12.7,1.3,1.9
mie_instan,336,10.9,13.3,56.6,2.6,2.8
cumi-cumi,100,15.7,1.5,3.0,0.0,0.0
hotdog,263,10.2,17.2,23.7,1.0,4.1
minuman_bersoda,38,0.0,0.0,10.4,0.0,10.8
selai,254,0.4,0.1,62.8,1.1,51.5
apel,52,0.3,0.2,14.4,2.4,10.6
sayur_lodeh,137,4.0,7.3,10.4,2.6,2.8
martabak_manis,391,8.7,17.1,47.4,1.6,28.7
nasi_goreng,312,7.3,11.1,45.8,2.1,3.2
gado-gado,174,7.4,12.4,14.0,4.0,5.8
kacang_tanah,611,26.5,51.8,16.3,9.8,4.4
jus_apel,46,0.1,0.1,11.1,0.2,9.6
hotdog,288,9.5,16.3,21.7,0.9,3.6
ubi_jalar,78,1.7,0.1,19.5,3.1,4.0
tumis_kangkung,57,3.0,2.7,6.2,2.6,0.9
daging_kambing,256,28.6,13.2,0.0,0.0,0.0
gula_pasir,352,0.0,0.0,91.4,0.0,106.5
sosis,276,11.8,26.0,2.0,0.0,1.6
martabak_telur,316,14.3,14.5,24.1,2.1,2.0
siomay,159,8.8,7.5,15.1,1.5,1.9
bayam,22,3.1,0.4,3.8,2.2,0.4
nasi_merah,116,2.4,0.9,23.9,1.8,0.3
mie_ayam,311,12.7,8.6,40.9,2.0,3.1
sate_ayam,185,28.7,8.3,2.8,0.3,1.9
sayur_asem,64,2.4,1.6,13.1,3.0,3.7
sate_ayam,208,25.4,8.1,2.9,0.3,1.8
kacang_hijau,335,23.5,1.3,59.9,16.7,7.2
gula_pasir,416,0.0,0.0,100.1,0.0,94.1
gado-gado,189,8.6,11.3,14.6,4.1,5.8
air_kelapa,20,0.8,0.2,4.0,1.1,2.7
susu_kedelai,51,3.4,1.8,6.1,0.6,4.4
susu,109,7.9,2.6,12.6,0.0,11.0
daging_sapi,225,26.1,15.3,0.0,0.0,0.0
siomay,159,8.8,7.5,16.3,1.5,1.9
pempek,206,10.8,7.5,26.4,1.0,3.1
donat,457,5.0,22.8,49.7,1.5,26.9
kepiting,97,19.4,1.4,0.0,0.0,0.0
ikan_tuna,151,24.0,5.1,0.0,0.0,0.0
kepiting,88,20.1,1.3,0.0,0.0,0.0
soto_ayam,180,14.1,6.0,14.2,1.3,1.9
roti_gandum,263,11.9,3.6,42.7,6.6,3.9
keripik,526,6.5,37.7,53.0,4.7,1.0
coklat,510,4.8,30.8,55.8,6.5,44.4
bakso,215,19.1,12.1,7.6,0.5,1.9
cumi-cumi,83,14.5,1.3,2.9,0.0,0.0
sayur_asem,65,2.4,1.6,11.7,2.8,3.8
apel,47,0.3,0.2,14.7,2.4,10.4
pastel,265,7.6,15.6,26.1,1.8,1.9
lemper,185,5.3,7.3,28.0,1.2,1.0
tempe_goreng,203,20.1,10.1,8.8,4.6,1.5
pizza,254,10.5,11.0,31.1,2.1,3.4
sambal_goreng,134,6.0,9.8,8.4,2.2,2.7
bayam,22,3.2,0.4,3.8,2.4,0.4
gula_pasir,387,0.0,0.0,103.4,0.0,94.8
ayam_goreng,264,25.4,14.3,0.0,0.0,0.0
onde-onde,263,4.3,9.2,38.6,2.1,18.6
sayur_lodeh,134,3.7,8.2,10.4,2.5,2.9
nasi_putih,124,2.9,0.3,29.2,0.4,0.1
gado-gado,189,7.6,12.4,13.5,4.0,6.4
popcorn,419,13.9,4.9,78.2,13.7,1.0
jagung,100,3.6,1.6,19.1,2.3,4.7
daging_sapi,243,25.9,16.1,0.0,0.0,0.0
jus_jeruk,46,0.6,0.2,10.8,0.2,7.5
anggur,64,0.7,0.2,17.5,0.9,16.1
kentang_goreng,289,3.1,15.5,41.9,3.9,0.3
sosis,302,14.0,25.2,1.9,0.0,1.6
roti_gandum,230,13.2,3.4,39.5,6.6,3.6
nasi_merah,116,2.4,0.8,25.3,1.8,0.3
roti_gandum,266,14.1,3.2,40.0,6.8,4.3
bakso,220,16.8,10.0,7.3,0.5,1.9
donat,490,5.0,24.7,54.6,1.5,26.1
kue_kering,455,6.5,25.9,59.0,1.8,27.8
martabak_manis,401,8.8,17.4,48.2,1.5,29.9
kentang_goreng,331,3.2,15.7,38.4,3.5,0.3
burger,316,16.0,14.3,24.3,1.6,3.8
cumi-cumi,89,15.7,1.3,2.8,0.0,0.0
minyak_goreng,906,0.0,106.5,0.0,0.0,0.0
soto_ayam,151,15.1,5.5,12.7,1.2,2.1
roti_tawar,253,9.1,3.4,45.3,2.6,5.1
tahu_goreng,147,12.0,8.3,4.8,2.4,0.8
mie_ayam,312,11.8,8.2,48.2,1.8,3.0
pizza,268,10.4,9.4,36.1,2.4,3.8
melon,32,0.9,0.2,7.9,0.8,7.4
pisang,95,1.1,0.3,24.7,2.8,12.5
nasi_goreng,317,8.5,12.3,44.5,2.1,2.8
nasi_putih,129,2.9,0.3,28.4,0.4,0.1
mangga,59,0.8,0.4,16.1,1.7,14.8
ikan_salmon,208,21.4,13.7,0.0,0.0,0.0
sambal_goreng,139,5.8,9.4,8.7,1.9,3.3
kentang,77,2.2,0.1,18.5,2.1,0.8
minyak_goreng,909,0.0,102.4,0.0,0.0,0.0
sosis,311,14.2,27.9,2.1,0.0,1.6
air_kelapa,20,0.8,0.2,3.5,1.1,2.4
martabak_manis,374,7.4,17.5,49.6,1.6,30.3
timun,15,0.7,0.1,3.3,0.5,1.6
jagung,90,3.3,1.6,19.5,2.6,4.8
tumis_kangkung,54,3.5,2.6,5.5,2.6,1.1
cumi-cumi,96,15.7,1.3,2.9,0.0,0.0
susu,110,7.5,2.2,12.4,0.0,13.1
popcorn,394,14.0,5.0,70.6,15.6,0.8
air_kelapa,18,0.6,0.2,3.3,1.2,2.4
burger,299,16.5,14.9,24.5,1.5,3.9
teh,1,0.0,0.0,0.3,0.0,0.0
sayur_lodeh,134,4.0,7.9,12.0,2.5,2.8
keripik,528,6.5,36.2,49.2,4.9,0.9
susu,108,8.3,2.3,12.8,0.0,11.1
jeruk,47,0.9,0.1,11.8,2.6,9.7
air_kelapa,19,0.7,0.2,3.8,1.1,2.6
nasi_putih,126,2.6,0.3,28.6,0.4,0.1
kue_kering,485,6.3,24.5,67.8,2.2,28.4
puding,144,3.3,2.3,28.3,0.5,21.4
nugget,284,13.4,19.4,21.5,1.2,1.5
kacang_hijau,324,22.6,1.3,66.3,16.4,7.3
sayur_asem,65,2.5,1.4,12.9,2.9,3.9
timun,17,0.7,0.1,3.8,0.5,1.6
cumi-cumi,93,16.6,1.4,3.1,0.0,0.0
risoles,251,7.7,12.2,22.7,1.6,2.1
bakso,218,17.8,10.6,7.8,0.5,1.9
pempek,206,10.7,8.5,27.7,0.9,3.3
wortel,39,0.9,0.2,9.8,2.8,5.2
edamame,131,11.9,5.3,10.1,5.3,2.2
ikan_tuna,142,22.0,5.5,0.0,0.0,0.0
ayam_goreng,224,24.8,14.0,0.0,0.0,0.0
nasi_putih,118,2.9,0.3,30.0,0.4,0.1
kroket,216,6.8,9.9,18.2,1.6,1.5
onde-onde,266,4.1,8.6,34.3,1.9,16.9
burger,304,18.0,13.4,23.8,1.4,3.9
kepiting,93,21.9,1.3,0.0,0.0,0.0
mie_instan,353,10.8,13.9,51.4,2.7,2.8
brokoli,51,3.4,0.6,11.4,3.5,1.8
ubi_jalar,83,1.5,0.1,20.7,3.2,4.4
telur_rebus,148,13.7,10.3,1.1,0.0,0.5
brokoli,60,3.6,0.7,12.0,3.7,1.8
ikan_bakar,174,23.6,7.5,0.0,0.0,0.0
susu_kedelai,56,3.0,1.7,5.8,0.7,4.1
gado-gado,196,7.3,12.7,15.4,4.2,5.6
daging_kambing,221,26.7,13.0,0.0,0.0,0.0
siomay,155,9.0,6.7,13.6,1.6,2.1
sate_ayam,220,25.4,7.5,3.0,0.3,2.2
ayam_panggang,158,31.3,3.6,0.0,0.0,0.0
sawi,14,1.5,0.2,2.4,1.0,1.2
tahu_goreng,135,11.9,8.2,5.4,2.5,0.8
melon,35,0.8,0.2,8.2,0.8,7.5
daging_sapi,257,24.7,16.4,0.0,0.0,0.0
risoles,218,7.5,13.1,21.1,1.4,1.9
daging_kambing,247,28.7,14.3,0.0,0.0,0.0
nugget,270,14.1,18.7,18.9,1.3,1.6
bayam,23,3.2,0.4,3.7,2.0,0.4
daging_kambing,239,25.9,13.7,0.0,0.0,0.0
melon,31,0.7,0.2,7.6,0.8,8.5
klepon,166,1.8,4.4,29.8,1.5,14.2
burger,287,17.6,12.7,22.9,1.5,3.8
pisang,93,1.2,0.3,22.1,2.6,12.4
kangkung,19,2.7,0.3,2.9,2.2,0.5
ikan_tuna,146,24.4,5.5,0.0,0.0,0.0
brokoli,56,3.9,0.6,10.5,3.6,1.6
telur_rebus,164,14.2,10.6,1.1,0.0,0.6
coklat,504,4.9,28.5,58.4,6.7,48.5
kacang_merah,327,23.0,0.9,57.8,16.4,1.8
madu,300,0.3,0.0,82.6,0.2,80.7
apel,51,0.3,0.2,15.4,2.4,10.8
siomay,156,8.6,6.9,13.5,1.5,1.9
lemper,203,4.7,6.6,26.4,1.1,1.0
daging_kambing,248,27.3,14.1,0.0,0.0,0.0
donat,447,5.1,23.2,51.3,1.3,25.3
ikan_bakar,163,24.3,6.3,0.0,0.0,0.0
jagung,101,3.3,1.4,19.2,2.3,5.2
kepiting,96,19.2,1.4,0.0,0.0,0.0
puding,132,2.8,2.6,27.0,0.5,21.2
mentega,661,0.8,85.2,0.1,0.0,0.1
ikan_tuna,141,24.1,4.8,0.0,0.0,0.0
kopi,2,0.3,0.0,0.0,0.0,0.0
lemper,172,5.0,6.9,29.2,1.3,0.9
kacang_hijau,365,24.8,1.1,59.2,15.3,7.6
teh,1,0.0,0.0,0.3,0.0,0.0
onde-onde,230,4.3,8.4,39.0,2.1,18.3
